10,25,30,40,45,55,60,70,75,85,90,100,105
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
600,1500,1800,2400,2700,3300,3600,4200,4500,5100,5400,6000,6300
